date,new_cases_BCN,new_cases_GI,new_cases_TAR,new_cases_LLE
2020-11-13,1575,261,222,154
2020-11-14,956,190,152,128
2020-11-15,746,119,119,72
2020-11-16,1586,226,171,147
2020-11-17,1457,258,159,123
2020-11-18,1219,184,176,135
2020-11-19,1001,161,103,114
2020-11-20,1123,161,126,139
2020-11-21,581,117,90,98
2020-11-22,532,71,43,80
2020-11-23,1006,168,97,95
2020-11-24,884,174,93,113
2020-11-25,822,155,102,181
2020-11-26,832,164,80,114
2020-11-27,996,193,110,118
2020-11-28,579,97,80,56
2020-11-29,428,97,48,56
2020-11-30,941,224,77,88
2020-12-01,987,184,72,86
2020-12-02,892,192,101,83
2020-12-03,794,164,80,83
2020-12-04,799,209,96,77
2020-12-05,546,114,76,53
2020-12-06,428,90,39,44
2020-12-07,942,219,110,73
2020-12-08,586,160,60,52
2020-12-09,1115,265,188,117
2020-12-10,1168,222,147,116
2020-12-11,1202,251,150,101
2020-12-12,791,171,111,103
2020-12-13,695,164,74,80
2020-12-14,1454,325,171,107
2020-12-15,1478,354,145,104
2020-12-16,1321,366,193,117
2020-12-17,1356,339,155,98
2020-12-18,1476,287,197,104
2020-12-19,1081,200,148,70
2020-12-20,996,149,127,79
2020-12-21,1788,324,181,128
2020-12-22,1764,315,256,123
2020-12-23,1610,307,213,125
2020-12-24,1734,314,204,127
2020-12-25,979,161,153,80
2020-12-26,1262,207,173,101
2020-12-27,1320,183,199,100
2020-12-28,2436,422,374,176
2020-12-29,2243,399,364,146
2020-12-30,2198,337,383,171
2020-12-31,2218,339,370,169
2021-01-01,1329,170,210,94
2021-01-02,1517,218,292,113
2021-01-03,1416,207,266,123
2021-01-04,2954,433,340,200
2021-01-05,3069,376,431,184
2021-01-06,1544,199,302,121
2021-01-07,2903,369,436,177
2021-01-08,3359,358,451,251
2021-01-09,2189,261,364,176
2021-01-10,1804,236,309,143
2021-01-11,3679,466,558,227
2021-01-12,3240,376,539,214
2021-01-13,3084,325,535,173
2021-01-14,2904,298,455,177
2021-01-15,3143,267,509,183
2021-01-16,1892,196,327,149
2021-01-17,1552,172,236,129
2021-01-18,3238,401,537,175
2021-01-19,2950,348,562,217
2021-01-20,2912,315,470,186
2021-01-21,2764,276,384,173
2021-01-22,2703,287,399,204
2021-01-23,1657,171,307,156
2021-01-24,1359,159,231,149
2021-01-25,2809,370,338,202
2021-01-26,2362,325,302,180
2021-01-27,2275,287,271,200
2021-01-28,2326,222,283,150
2021-01-29,2262,256,239,171
2021-01-30,1277,166,188,136
2021-01-31,1039,152,111,99
2021-02-01,2271,282,216,162
2021-02-02,2037,279,200,148
2021-02-03,1758,230,170,140
2021-02-04,1673,207,130,129
2021-02-05,1573,213,131,137
2021-02-06,942,143,94,109
2021-02-07,812,118,95,60
2021-02-08,1594,257,119,126
2021-02-09,1404,181,89,104
2021-02-10,1201,161,90,96
2021-02-11,1104,156,92,115
2021-02-12,1216,188,80,98
2021-02-13,774,115,74,70
2021-02-14,680,91,39,74
2021-02-15,1337,137,84,84
2021-02-16,1214,166,85,143
2021-02-17,1153,137,79,116
2021-02-18,1153,145,54,112
2021-02-19,959,147,65,102
2021-02-20,763,105,49,76
2021-02-21,624,77,44,68
2021-02-22,1201,163,56,105
2021-02-23,1149,121,56,114
2021-02-24,982,120,43,98
2021-02-25,865,107,62,83
2021-02-26,856,135,55,81
2021-02-27,623,67,35,69
2021-02-28,530,64,35,61
2021-03-01,1066,140,61,88
2021-03-02,951,123,34,109
2021-03-03,890,96,38,88
2021-03-04,731,75,28,72
2021-03-05,808,100,36,108
2021-03-06,573,59,32,71
2021-03-07,489,63,26,72
2021-03-08,869,125,49,101
2021-03-09,821,84,42,99
2021-03-10,812,94,50,114
2021-03-11,801,79,34,99
2021-03-12,822,102,41,104
2021-03-13,616,74,40,92
2021-03-14,544,64,33,67
2021-03-15,972,147,56,123
2021-03-16,935,120,80,135
2021-03-17,819,135,61,120
2021-03-18,902,102,65,114
2021-03-19,918,113,62,123
2021-03-20,679,96,45,96
2021-03-21,582,95,52,84
2021-03-22,1149,161,73,143
2021-03-23,1127,162,71,138
2021-03-24,994,181,68,130
2021-03-25,938,154,87,150
2021-03-26,1096,138,76,143
2021-03-27,724,125,52,125
2021-03-28,573,156,48,97
2021-03-29,1089,157,63,160
2021-03-30,964,158,59,117
2021-03-31,844,150,68,121
2021-04-01,733,114,59,130
2021-04-02,338,52,24,70
2021-04-03,318,53,54,71
2021-04-04,204,43,41,51
2021-04-05,130,29,22,36
2021-04-06,127,34,4,6
2021-04-07,0,0,0,0
