date,new_cases_BCN,new_cases_GI,new_cases_TAR,new_cases_LLE
2020-11-13,1577,261,222,154
2020-11-14,956,190,153,128
2020-11-15,745,119,119,72
2020-11-16,1586,226,171,147
2020-11-17,1457,258,159,123
2020-11-18,1220,184,175,135
2020-11-19,1001,161,103,114
2020-11-20,1123,161,126,139
2020-11-21,581,117,90,97
2020-11-22,533,71,42,80
2020-11-23,1006,168,98,95
2020-11-24,883,174,93,113
2020-11-25,821,155,102,181
2020-11-26,835,163,80,114
2020-11-27,994,193,110,117
2020-11-28,578,98,80,56
2020-11-29,429,96,48,56
2020-11-30,938,227,77,89
2020-12-01,986,183,72,86
2020-12-02,894,192,101,83
2020-12-03,789,164,80,83
2020-12-04,801,210,96,77
2020-12-05,544,114,76,53
2020-12-06,427,90,39,44
2020-12-07,944,217,110,73
2020-12-08,584,160,60,52
2020-12-09,1115,264,189,118
2020-12-10,1168,224,147,115
2020-12-11,1208,251,150,103
2020-12-12,787,169,110,103
2020-12-13,695,165,74,78
2020-12-14,1451,326,172,108
2020-12-15,1481,357,145,103
2020-12-16,1313,364,193,115
2020-12-17,1358,338,155,99
2020-12-18,1480,288,196,103
2020-12-19,1075,200,148,70
2020-12-20,998,150,127,80
2020-12-21,1787,324,181,127
2020-12-22,1763,314,256,124
2020-12-23,1609,308,213,125
2020-12-24,1738,314,205,126
2020-12-25,978,161,153,80
2020-12-26,1263,206,173,101
2020-12-27,1316,183,199,100
2020-12-28,2434,422,374,175
2020-12-29,2243,399,363,147
2020-12-30,2202,338,382,169
2020-12-31,2221,338,368,171
2021-01-01,1326,170,211,91
2021-01-02,1516,219,291,114
2021-01-03,1409,208,268,125
2021-01-04,2956,432,341,200
2021-01-05,3069,375,430,183
2021-01-06,1541,198,299,121
2021-01-07,2907,367,433,177
2021-01-08,3357,358,454,251
2021-01-09,2188,261,364,178
2021-01-10,1805,238,310,144
2021-01-11,3681,465,563,225
2021-01-12,3243,376,539,215
2021-01-13,3084,326,532,173
2021-01-14,2898,300,456,177
2021-01-15,3146,268,509,182
2021-01-16,1894,195,327,148
2021-01-17,1553,170,236,128
2021-01-18,3231,401,537,175
2021-01-19,2950,349,562,216
2021-01-20,2913,314,471,187
2021-01-21,2767,276,383,173
2021-01-22,2710,289,397,204
2021-01-23,1651,171,306,156
2021-01-24,1360,159,229,150
2021-01-25,2805,369,343,201
2021-01-26,2358,325,301,181
2021-01-27,2281,286,270,200
2021-01-28,2329,220,283,149
2021-01-29,2260,257,240,171
2021-01-30,1276,164,189,136
2021-01-31,1038,153,111,100
2021-02-01,2270,284,217,161
2021-02-02,2037,279,198,149
2021-02-03,1757,231,169,138
2021-02-04,1671,207,130,128
2021-02-05,1568,213,130,139
2021-02-06,940,143,95,109
2021-02-07,809,118,95,61
2021-02-08,1596,256,119,127
2021-02-09,1404,181,88,104
2021-02-10,1206,162,90,96
2021-02-11,1105,156,92,116
2021-02-12,1217,188,80,97
2021-02-13,776,114,75,69
2021-02-14,677,91,39,74
2021-02-15,1337,138,84,85
2021-02-16,1215,166,85,143
2021-02-17,1153,137,79,116
2021-02-18,1153,145,53,113
2021-02-19,959,147,65,101
2021-02-20,763,105,49,76
2021-02-21,624,77,44,68
2021-02-22,1200,163,56,105
2021-02-23,1147,121,56,114
2021-02-24,980,120,43,97
2021-02-25,862,107,62,83
2021-02-26,856,134,55,81
2021-02-27,622,67,35,69
2021-02-28,528,64,35,61
2021-03-01,1054,137,61,86
2021-03-02,945,121,34,106
2021-03-03,890,96,38,88
2021-03-04,733,75,28,70
2021-03-05,807,100,35,108
2021-03-06,574,59,32,71
2021-03-07,487,63,25,71
2021-03-08,867,125,49,101
2021-03-09,822,83,42,100
2021-03-10,801,94,49,113
2021-03-11,802,78,34,99
2021-03-12,821,101,39,104
2021-03-13,609,74,39,92
2021-03-14,541,64,30,66
2021-03-15,963,145,55,122
2021-03-16,923,116,79,134
2021-03-17,808,134,59,117
2021-03-18,888,101,62,112
2021-03-19,888,115,58,116
2021-03-20,637,90,45,87
2021-03-21,546,90,45,79
2021-03-22,1064,154,66,135
2021-03-23,1015,152,60,130
2021-03-24,856,154,65,114
2021-03-25,730,118,67,118
2021-03-26,754,90,67,106
2021-03-27,246,48,41,62
2021-03-28,159,78,15,40
2021-03-29,104,23,6,8
2021-03-30,0,0,0,0
