date,new_cases_BCN,new_cases_GI,new_cases_TAR,new_cases_LLE
2020-01-01,0,0,0,0
2020-01-02,0,0,0,0
2020-01-03,0,0,0,1
2020-01-04,0,0,0,0
2020-01-05,0,0,0,0
2020-01-06,0,0,0,0
2020-01-07,0,0,0,0
2020-01-08,0,0,0,0
2020-01-09,0,0,0,0
2020-01-10,0,0,0,0
2020-01-11,0,0,0,0
2020-01-12,0,0,0,0
2020-01-13,0,0,0,0
2020-01-14,0,0,0,0
2020-01-15,0,0,0,0
2020-01-16,0,0,0,0
2020-01-17,0,0,0,0
2020-01-18,0,0,0,0
2020-01-19,0,0,0,0
2020-01-20,0,0,0,0
2020-01-21,0,0,0,0
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,1
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,7,0,0,0
2020-02-02,0,0,2,0
2020-02-03,1,0,0,0
2020-02-04,4,0,0,0
2020-02-05,1,0,0,0
2020-02-06,0,0,0,0
2020-02-07,2,0,1,0
2020-02-08,0,0,0,0
2020-02-09,1,0,0,0
2020-02-10,3,0,0,0
2020-02-11,3,0,0,0
2020-02-12,6,0,0,0
2020-02-13,5,0,0,1
2020-02-14,1,0,0,0
2020-02-15,12,0,0,0
2020-02-16,3,0,0,0
2020-02-17,1,0,0,0
2020-02-18,5,0,0,0
2020-02-19,1,0,0,0
2020-02-20,11,0,0,0
2020-02-21,15,1,1,0
2020-02-22,8,1,1,1
2020-02-23,7,1,0,0
2020-02-24,8,1,1,0
2020-02-25,17,3,0,0
2020-02-26,25,0,0,0
2020-02-27,13,1,0,0
2020-02-28,30,3,0,0
2020-02-29,20,0,1,0
2020-03-01,81,3,1,3
2020-03-02,66,3,2,3
2020-03-03,74,7,3,3
2020-03-04,125,11,4,5
2020-03-05,159,8,7,5
2020-03-06,224,17,7,8
2020-03-07,264,15,13,10
2020-03-08,288,12,7,11
2020-03-09,500,38,12,17
2020-03-10,690,44,20,21
2020-03-11,660,31,21,11
2020-03-12,894,51,30,23
2020-03-13,1179,71,39,36
2020-03-14,1133,100,39,34
2020-03-15,1203,83,37,36
2020-03-16,1429,132,63,55
2020-03-17,1311,100,60,44
2020-03-18,1423,98,55,85
2020-03-19,1343,110,56,80
2020-03-20,1618,131,66,70
2020-03-21,1164,107,51,90
2020-03-22,1068,78,56,68
2020-03-23,1235,111,67,82
2020-03-24,1137,100,87,45
2020-03-25,1163,80,51,40
2020-03-26,1154,95,66,50
2020-03-27,1039,103,72,67
2020-03-28,1087,89,66,53
2020-03-29,808,75,50,53
2020-03-30,992,79,63,46
2020-03-31,931,98,64,34
2020-04-01,1067,109,58,50
2020-04-02,863,82,42,47
2020-04-03,979,125,92,40
2020-04-04,800,62,53,40
2020-04-05,700,64,37,36
2020-04-06,655,73,31,45
2020-04-07,603,78,33,37
2020-04-08,823,68,51,35
2020-04-09,846,71,72,59
2020-04-10,848,78,40,41
2020-04-11,936,44,44,35
2020-04-12,524,88,35,35
2020-04-13,486,59,35,22
2020-04-14,613,71,36,30
2020-04-15,600,100,31,38
2020-04-16,566,97,26,17
2020-04-17,455,92,23,24
2020-04-18,339,46,15,7
2020-04-19,229,27,12,10
2020-04-20,309,35,17,13
2020-04-21,170,21,16,15
2020-04-22,266,35,15,8
2020-04-23,225,35,11,15
2020-04-24,217,23,25,13
2020-04-25,150,17,2,18
2020-04-26,129,4,5,6
2020-04-27,106,17,9,3
2020-04-28,147,25,5,9
2020-04-29,125,13,12,5
2020-04-30,170,14,8,3
2020-05-01,149,24,9,7
2020-05-02,125,24,3,7
2020-05-03,127,12,3,2
2020-05-04,110,12,4,15
2020-05-05,57,6,7,7
2020-05-06,44,9,1,5
2020-05-07,63,9,6,7
2020-05-08,68,6,4,6
2020-05-09,52,14,5,6
2020-05-10,63,11,4,11
2020-05-11,127,14,5,13
2020-05-12,105,28,3,23
2020-05-13,155,27,10,15
2020-05-14,122,27,2,13
2020-05-15,180,31,4,21
2020-05-16,89,24,6,20
2020-05-17,71,8,5,19
2020-05-18,159,31,3,30
2020-05-19,188,16,1,29
2020-05-20,157,20,7,21
2020-05-21,191,19,12,25
2020-05-22,261,23,2,13
2020-05-23,95,13,1,20
2020-05-24,105,10,1,28
2020-05-25,177,26,5,39
2020-05-26,176,17,3,20
2020-05-27,120,21,4,19
2020-05-28,170,20,7,23
2020-05-29,151,11,6,29
2020-05-30,70,14,4,14
2020-05-31,36,10,4,14
2020-06-01,50,17,9,28
2020-06-02,81,21,3,24
2020-06-03,94,25,3,22
2020-06-04,97,12,6,25
2020-06-05,124,22,1,41
2020-06-06,48,7,2,15
2020-06-07,40,7,4,14
2020-06-08,93,13,1,26
2020-06-09,81,3,0,9
2020-06-10,112,6,2,27
2020-06-11,94,8,3,19
2020-06-12,96,6,2,20
2020-06-13,28,1,2,17
2020-06-14,30,13,3,12
2020-06-15,62,6,0,33
2020-06-16,62,9,2,20
2020-06-17,68,4,1,33
2020-06-18,69,6,1,35
2020-06-19,65,2,0,34
2020-06-20,52,4,1,38
2020-06-21,38,10,0,36
2020-06-22,68,6,0,52
2020-06-23,89,3,1,42
2020-06-24,40,4,2,55
2020-06-25,85,4,1,62
2020-06-26,114,17,3,83
2020-06-27,44,3,1,80
2020-06-28,54,4,1,56
2020-06-29,99,9,4,83
2020-06-30,89,8,6,95
2020-07-01,157,14,5,126
2020-07-02,120,11,7,111
2020-07-03,143,10,6,121
2020-07-04,113,8,8,135
2020-07-05,127,7,6,113
2020-07-06,208,17,16,164
2020-07-07,227,22,14,184
2020-07-08,240,29,14,208
2020-07-09,248,32,17,213
2020-07-10,368,39,15,236
2020-07-11,209,18,15,173
2020-07-12,236,18,21,195
2020-07-13,443,37,22,228
2020-07-14,431,39,21,195
2020-07-15,551,32,24,287
2020-07-16,529,41,27,224
2020-07-17,675,41,33,227
2020-07-18,424,29,26,291
2020-07-19,405,31,29,148
2020-07-20,738,46,30,251
2020-07-21,724,50,32,207
2020-07-22,757,51,39,207
2020-07-23,777,59,44,145
2020-07-24,825,47,34,138
2020-07-25,471,39,44,100
2020-07-26,423,28,32,100
2020-07-27,838,40,42,107
2020-07-28,810,56,37,151
2020-07-29,860,60,54,121
2020-07-30,821,57,39,115
2020-07-31,931,67,56,112
2020-08-01,556,25,42,105
2020-08-02,377,23,23,57
2020-08-03,755,44,43,91
2020-08-04,823,55,38,99
2020-08-05,857,41,39,71
2020-08-06,779,59,30,81
2020-08-07,981,54,51,75
2020-08-08,580,32,24,67
2020-08-09,420,26,42,46
2020-08-10,871,52,64,103
2020-08-11,783,52,77,84
2020-08-12,846,49,80,87
2020-08-13,842,54,75,50
2020-08-14,897,55,92,91
2020-08-15,577,52,118,62
2020-08-16,503,53,91,69
2020-08-17,850,74,110,118
2020-08-18,913,77,118,96
2020-08-19,837,65,116,80
2020-08-20,977,85,101,93
2020-08-21,923,101,94,128
2020-08-22,602,40,64,63
2020-08-23,518,43,78,64
2020-08-24,982,90,101,132
2020-08-25,914,68,113,67
2020-08-26,982,90,89,106
2020-08-27,956,80,137,58
2020-08-28,936,110,108,69
2020-08-29,486,58,82,45
2020-08-30,455,56,77,31
2020-08-31,902,80,102,57
2020-09-01,981,117,114,54
2020-09-02,849,93,99,59
2020-09-03,882,116,85,55
2020-09-04,956,154,107,58
2020-09-05,569,85,60,49
2020-09-06,442,46,52,33
2020-09-07,789,95,84,46
2020-09-08,823,131,65,59
2020-09-09,802,135,76,46
2020-09-10,894,185,94,62
2020-09-11,539,94,76,31
2020-09-12,534,160,63,45
2020-09-13,440,72,50,54
2020-09-14,853,155,91,60
2020-09-15,987,147,102,64
2020-09-16,1004,143,107,74
2020-09-17,932,77,86,53
2020-09-18,968,168,111,63
2020-09-19,585,97,64,30
2020-09-20,535,78,67,45
2020-09-21,998,160,105,69
2020-09-22,894,144,82,58
2020-09-23,906,131,106,55
2020-09-24,654,113,85,55
2020-09-25,883,121,105,58
2020-09-26,534,79,81,33
2020-09-27,469,62,91,40
2020-09-28,996,144,121,72
2020-09-29,1023,155,174,69
2020-09-30,1018,152,148,63
2020-10-01,1245,174,158,85
2020-10-02,1227,180,221,112
2020-10-03,781,88,106,53
2020-10-04,649,103,106,61
2020-10-05,1393,195,164,120
2020-10-06,1520,247,228,98
2020-10-07,1580,202,212,132
2020-10-08,1941,210,231,136
2020-10-09,2126,298,280,115
2020-10-10,1419,173,179,125
2020-10-11,1062,123,150,114
2020-10-12,1376,226,193,117
2020-10-13,2321,326,230,149
2020-10-14,2529,427,287,185
2020-10-15,2727,417,342,177
2020-10-16,2800,520,396,221
2020-10-17,1953,266,323,138
2020-10-18,1816,248,272,139
2020-10-19,3723,598,410,179
2020-10-20,4122,598,605,249
2020-10-21,3939,659,674,250
2020-10-22,4019,623,556,209
2020-10-23,3893,600,544,234
2020-10-24,2284,417,453,165
2020-10-25,2193,332,376,144
2020-10-26,3751,650,465,201
2020-10-27,3716,644,550,226
2020-10-28,3535,586,525,194
2020-10-29,3167,494,508,232
2020-10-30,3423,625,490,231
2020-10-31,2104,445,422,128
2020-11-01,2006,274,340,163
2020-11-02,3373,533,397,247
2020-11-03,3053,511,462,204
2020-11-04,2661,417,378,204
2020-11-05,2738,430,356,174
2020-11-06,2533,387,372,211
2020-11-07,1524,217,262,172
2020-11-08,1152,199,224,113
2020-11-09,2036,337,291,126
2020-11-10,2081,363,362,252
2020-11-11,1780,269,308,144
2020-11-12,1539,294,206,144
