date,new_cases_BCN,new_cases_GI,new_cases_TAR,new_cases_LLE
2020-01-01,0,0,0,0
2020-01-02,0,0,0,0
2020-01-03,0,0,0,1
2020-01-04,0,0,0,0
2020-01-05,0,0,0,0
2020-01-06,0,0,0,0
2020-01-07,0,0,0,0
2020-01-08,0,0,0,0
2020-01-09,0,0,0,0
2020-01-10,0,0,0,0
2020-01-11,0,0,0,0
2020-01-12,0,0,0,0
2020-01-13,0,0,0,0
2020-01-14,0,0,0,0
2020-01-15,0,0,0,0
2020-01-16,0,0,0,0
2020-01-17,0,0,0,0
2020-01-18,0,0,0,0
2020-01-19,0,0,0,0
2020-01-20,0,0,0,0
2020-01-21,0,0,0,0
2020-01-22,0,0,0,0
2020-01-23,0,0,0,0
2020-01-24,0,0,0,1
2020-01-25,0,0,0,0
2020-01-26,0,0,0,0
2020-01-27,0,0,0,0
2020-01-28,0,0,0,0
2020-01-29,0,0,0,0
2020-01-30,0,0,0,0
2020-01-31,0,0,0,0
2020-02-01,7,0,0,0
2020-02-02,0,0,2,0
2020-02-03,1,0,0,0
2020-02-04,4,0,0,0
2020-02-05,1,0,0,0
2020-02-06,0,0,0,0
2020-02-07,2,0,1,0
2020-02-08,0,0,0,0
2020-02-09,1,0,0,0
2020-02-10,3,0,0,0
2020-02-11,3,0,0,0
2020-02-12,6,0,0,0
2020-02-13,5,0,0,1
2020-02-14,1,0,0,0
2020-02-15,12,0,0,0
2020-02-16,3,0,0,0
2020-02-17,1,0,0,0
2020-02-18,5,0,0,0
2020-02-19,1,0,0,0
2020-02-20,11,0,0,0
2020-02-21,15,1,1,0
2020-02-22,8,1,1,1
2020-02-23,7,1,0,0
2020-02-24,8,1,1,0
2020-02-25,17,3,0,0
2020-02-26,25,0,0,0
2020-02-27,13,1,0,0
2020-02-28,30,3,0,0
2020-02-29,20,0,1,0
2020-03-01,80,3,1,3
2020-03-02,66,3,2,3
2020-03-03,74,7,3,3
2020-03-04,125,11,4,5
2020-03-05,159,8,7,5
2020-03-06,224,17,7,8
2020-03-07,264,15,13,10
2020-03-08,288,12,7,11
2020-03-09,500,38,12,17
2020-03-10,690,45,20,21
2020-03-11,659,31,21,11
2020-03-12,894,51,30,23
2020-03-13,1177,71,39,35
2020-03-14,1131,100,39,34
2020-03-15,1201,83,37,36
2020-03-16,1428,132,63,55
2020-03-17,1311,100,60,44
2020-03-18,1423,98,54,85
2020-03-19,1342,110,56,80
2020-03-20,1616,131,66,70
2020-03-21,1164,107,51,90
2020-03-22,1066,78,56,68
2020-03-23,1234,111,67,82
2020-03-24,1138,99,87,44
2020-03-25,1163,80,51,40
2020-03-26,1152,95,66,50
2020-03-27,1037,103,72,67
2020-03-28,1087,88,66,53
2020-03-29,808,75,50,53
2020-03-30,989,79,63,46
2020-03-31,931,98,64,34
2020-04-01,1066,108,58,50
2020-04-02,865,82,42,47
2020-04-03,979,125,92,40
2020-04-04,799,62,53,40
2020-04-05,700,64,37,36
2020-04-06,655,73,31,45
2020-04-07,602,78,33,37
2020-04-08,823,68,51,35
2020-04-09,847,71,72,59
2020-04-10,848,77,40,41
2020-04-11,936,44,44,35
2020-04-12,523,88,36,35
2020-04-13,484,59,34,22
2020-04-14,614,71,35,29
2020-04-15,600,100,30,38
2020-04-16,564,96,26,16
2020-04-17,455,91,23,23
2020-04-18,338,46,15,7
2020-04-19,226,26,9,9
2020-04-20,307,35,16,13
2020-04-21,168,22,16,14
2020-04-22,265,35,15,8
2020-04-23,225,32,11,15
2020-04-24,215,23,25,12
2020-04-25,148,17,2,18
2020-04-26,127,4,4,6
2020-04-27,106,17,9,3
2020-04-28,146,25,5,9
2020-04-29,125,13,11,4
2020-04-30,168,12,8,3
2020-05-01,149,24,9,7
2020-05-02,124,24,3,7
2020-05-03,124,12,3,2
2020-05-04,108,12,3,14
2020-05-05,56,5,7,7
2020-05-06,44,9,2,4
2020-05-07,62,9,6,7
2020-05-08,67,7,4,6
2020-05-09,48,11,4,4
2020-05-10,63,11,4,10
2020-05-11,126,14,5,12
2020-05-12,105,28,3,22
2020-05-13,155,26,9,15
2020-05-14,121,27,2,13
2020-05-15,180,31,4,21
2020-05-16,87,24,6,20
2020-05-17,73,7,5,18
2020-05-18,155,32,3,30
2020-05-19,186,16,1,29
2020-05-20,156,20,7,21
2020-05-21,191,18,12,23
2020-05-22,259,21,2,13
2020-05-23,94,13,0,20
2020-05-24,102,10,1,28
2020-05-25,175,26,5,39
2020-05-26,178,16,3,20
2020-05-27,119,21,5,19
2020-05-28,171,20,6,23
2020-05-29,149,11,6,28
2020-05-30,69,14,4,13
2020-05-31,37,9,4,14
2020-06-01,49,17,9,28
2020-06-02,81,21,4,24
2020-06-03,93,25,3,22
2020-06-04,95,12,6,25
2020-06-05,123,22,1,40
2020-06-06,48,7,2,15
2020-06-07,39,7,4,14
2020-06-08,93,12,1,26
2020-06-09,81,3,1,9
2020-06-10,108,6,1,27
2020-06-11,92,8,3,18
2020-06-12,94,7,1,20
2020-06-13,25,1,2,17
2020-06-14,29,13,3,11
2020-06-15,61,6,0,32
2020-06-16,62,9,2,20
2020-06-17,66,4,1,34
2020-06-18,68,6,1,35
2020-06-19,64,1,0,34
2020-06-20,52,4,1,37
2020-06-21,39,9,0,36
2020-06-22,67,6,0,52
2020-06-23,89,3,1,42
2020-06-24,40,3,2,55
2020-06-25,84,4,1,62
2020-06-26,113,17,3,83
2020-06-27,45,3,1,81
2020-06-28,53,3,1,56
2020-06-29,99,9,4,82
2020-06-30,88,8,6,95
2020-07-01,157,14,4,127
2020-07-02,120,11,7,111
2020-07-03,143,9,6,122
2020-07-04,115,7,8,135
2020-07-05,128,8,7,111
2020-07-06,208,17,16,161
2020-07-07,227,22,13,182
2020-07-08,239,29,12,207
2020-07-09,250,31,17,211
2020-07-10,368,39,14,237
2020-07-11,209,18,15,172
2020-07-12,236,17,21,197
2020-07-13,444,36,22,227
2020-07-14,431,39,20,195
2020-07-15,551,32,24,285
2020-07-16,529,41,27,220
2020-07-17,675,41,33,227
2020-07-18,425,28,26,289
2020-07-19,405,31,29,148
2020-07-20,737,46,29,249
2020-07-21,723,49,32,207
2020-07-22,754,51,38,205
2020-07-23,776,59,44,144
2020-07-24,823,47,34,139
2020-07-25,469,39,43,100
2020-07-26,424,28,31,100
2020-07-27,840,40,42,107
2020-07-28,810,56,36,151
2020-07-29,856,60,54,120
2020-07-30,820,57,38,114
2020-07-31,929,67,55,112
2020-08-01,556,25,42,104
2020-08-02,378,22,23,58
2020-08-03,752,44,43,91
2020-08-04,825,55,38,98
2020-08-05,855,41,39,71
2020-08-06,779,59,30,80
2020-08-07,978,55,50,76
2020-08-08,580,32,24,65
2020-08-09,420,26,42,46
2020-08-10,872,52,64,101
2020-08-11,782,52,77,83
2020-08-12,846,47,80,88
2020-08-13,841,53,74,49
2020-08-14,898,55,92,89
2020-08-15,577,52,118,62
2020-08-16,503,53,91,69
2020-08-17,850,74,110,117
2020-08-18,911,76,118,95
2020-08-19,839,63,115,79
2020-08-20,975,85,101,94
2020-08-21,923,101,92,127
2020-08-22,602,40,63,62
2020-08-23,518,43,77,64
2020-08-24,985,88,99,129
2020-08-25,914,67,113,68
2020-08-26,983,91,90,105
2020-08-27,952,80,138,58
2020-08-28,935,110,107,69
2020-08-29,485,58,82,44
2020-08-30,450,54,79,31
2020-08-31,894,82,103,58
2020-09-01,976,116,113,54
2020-09-02,847,93,100,58
2020-09-03,884,115,84,55
2020-09-04,954,154,105,58
2020-09-05,567,85,58,48
2020-09-06,440,46,52,33
2020-09-07,788,95,83,45
2020-09-08,822,130,66,59
2020-09-09,799,134,75,45
2020-09-10,893,182,92,61
2020-09-11,535,94,75,31
2020-09-12,548,157,63,45
2020-09-13,439,72,49,53
2020-09-14,846,155,89,59
2020-09-15,984,147,103,63
2020-09-16,1003,142,107,72
2020-09-17,931,77,84,52
2020-09-18,968,168,106,63
2020-09-19,585,97,65,28
2020-09-20,534,78,67,45
2020-09-21,996,160,100,69
2020-09-22,895,142,76,58
2020-09-23,904,131,104,56
2020-09-24,653,113,81,55
2020-09-25,883,120,102,55
2020-09-26,533,79,86,33
2020-09-27,470,62,87,40
2020-09-28,992,144,116,71
2020-09-29,1022,154,166,69
2020-09-30,1018,150,151,61
2020-10-01,1241,175,156,85
2020-10-02,1222,180,229,111
2020-10-03,779,88,103,53
2020-10-04,648,103,110,59
2020-10-05,1395,194,165,121
2020-10-06,1516,247,222,99
2020-10-07,1578,204,212,132
2020-10-08,1937,209,228,136
2020-10-09,2123,297,274,114
2020-10-10,1419,174,173,124
2020-10-11,1065,123,152,114
2020-10-12,1373,225,193,117
2020-10-13,2322,327,227,150
2020-10-14,2525,427,289,183
2020-10-15,2725,416,348,178
2020-10-16,2799,521,396,219
2020-10-17,1952,268,319,139
2020-10-18,1812,250,278,136
2020-10-19,3722,599,412,180
2020-10-20,4119,599,599,249
2020-10-21,3932,656,672,249
2020-10-22,4012,625,570,209
2020-10-23,3891,597,541,230
2020-10-24,2279,417,453,165
2020-10-25,2189,332,376,142
2020-10-26,3754,650,458,197
2020-10-27,3715,646,547,226
2020-10-28,3533,586,523,193
2020-10-29,3159,494,508,230
2020-10-30,3416,627,486,230
2020-10-31,2101,445,429,128
2020-11-01,2000,273,338,160
2020-11-02,3363,534,395,247
2020-11-03,3050,509,460,206
2020-11-04,2666,414,383,202
2020-11-05,2732,432,353,176
2020-11-06,2535,390,370,214
2020-11-07,1521,217,257,175
2020-11-08,1160,200,227,114
2020-11-09,2028,338,288,125
2020-11-10,2072,361,359,245
2020-11-11,1774,268,309,144
2020-11-12,1541,293,202,145
